SOURCE_ID,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radial_velocity,anomaly_score,anomaly_label,anomaly_rank,dominant_anomaly_feature,dominant_feature_zscore
123424475948672,44.8000069221394,0.7794933038508934,22.499346672897467,176.56737208740543,-42.431644505901296,14.900652,16.802856,13.604232,3.1986246,34.41306,0.1315169265502244,-1,1,parallax,8.244916243732478
83154862613888,44.937315650530685,0.6237932770156848,15.672103956026024,-98.23068091157214,-160.62516249378876,9.542494,9.953431,8.964564,0.9888668,-37.740585,0.127237015473294,-1,2,pmdec,7.23014824820212
1435244927007872,42.83483697311728,2.1727002563146143,2.020616111720801,-9.320772010782022,-23.84699372536465,6.132085,7.2153497,5.096483,2.1188664,-13.892095,0.1182582595835272,-1,3,phot_rp_mean_mag,5.407007565256448
132667245587072,45.0727955724553,0.969970782487376,5.737753870967776,29.432375835260864,-93.78045808765803,7.4750457,8.025092,6.7722306,1.2528615,-73.29518,0.1168126970564924,-1,4,phot_rp_mean_mag,4.209719808717175
1753553543188992,45.46359917458231,3.138095461386887,4.017941960688069,1.82787636211724,9.885086354334051,8.163041,8.197672,8.071199,0.12647247,1.1090981,0.10375792069634,-1,5,phot_bp_mean_mag,3.6400421730088284
1195551392247936,43.88154987112852,2.018217023833527,6.7012607524697705,5.89714509995766,-11.5674299210501,6.589071,6.56363,6.605023,-0.041392803,25.450867,0.0981953782357123,-1,6,phot_bp_mean_mag,4.708380419900095
92603790642688,44.41500318632742,0.5679005443548504,10.969874447270998,124.6153679009258,66.85767871994857,9.920633,10.287307,9.385546,0.90176105,45.771442,0.097326025488807,-1,7,pmra,5.130045970112984
290653322568704,44.44850159775912,0.7917886784873427,17.045755084229523,87.42139824569792,-52.41267926194701,15.254455,16.938892,14.001384,2.9375086,35.11118,0.0939831983194242,-1,8,parallax,5.9940967721334655
755540582699392,47.62704817309152,2.463640960160351,7.71408533173123,83.88693589573188,-92.4246627012448,9.957337,10.2756405,9.471386,0.80425453,65.57477,0.0826845292636345,-1,9,pmdec,3.949427566108921
1604569717638528,43.790130857726965,2.993515477317277,1.6689507256624774,1.9170700258484616,-11.403294262901117,7.9804044,8.897065,7.0384564,1.8586087,-11.099302,0.0821820525123253,-1,10,phot_rp_mean_mag,4.019506860887279
1292480214037760,44.11843694271478,2.1668869996551168,18.92895612358451,77.63185348435385,108.76845623777496,10.8086815,11.542472,9.979353,1.5631189,7.728459,0.0817502473275717,-1,11,parallax,6.771336046362109
1240631368988288,43.7474352249586,1.985125132516976,14.787355923680485,-29.84389679134609,-160.08675580456529,12.994784,14.045844,11.977854,2.0679903,-46.3987,0.0747645337913572,-1,12,pmdec,7.204248702508382
1155453577587072,43.726188251009376,1.6485541236514143,20.86394458857037,119.2185469475412,9.274773265491536,13.044759,14.452714,11.878026,2.574688,22.52529,0.0739361341297063,-1,13,parallax,7.569949151780486
